url,variant,stock_status,recommendations
https://www.gap.com/browse/product.do?pid=8003220320004&vid=1&pcid=5180&cid=5180#pdp-page-content,XL,In Stock,"Skip to hamburger navigation, Skip to shopping bag, Skip to main content, Skip to footer links, Skip to offers"
